headline,article,date
Why are we wasting even one COVID-19 vaccine shot?: Delhi HC,"Delhi High Court on Tuesday expressed concerns about the wastage of COVID-19 vaccines and stressed on the need to vaccinate more people. Citing news reports, the HC said, ""The number of vaccines wasted is 44 lakh out of 10 crore...Why are we wasting even one shot?"" The court added that the Centre should act against people who are hoarding medicines.","20 Apr 2021,Tuesday"
Notice issued to Gujarat firm over claims of treating COVID-19,"An ayurvedic drugs manufacturer in Gujarat's Rajkot has been issued a show-cause notice for allegedly claiming that its product 'AAYUDH Advance' is the first clinically tested medicine for COVID-19 management and treatment. The firm has also claimed that the medicine is three times better than Remdesivir. It has stated, ""AAYUDH Advance starts where vaccines stop.""","20 Apr 2021,Tuesday"
PM allowed vaccines' open market sale after depleting stocks: Mamata,"West Bengal CM Mamata Banerjee accused PM Narendra Modi of allowing the open market sale of COVID-19 vaccines after depleting the stocks by sending vaccines abroad. ""Yesterday the PM said the medicine will be available in the open market. Where's the open market, where is the availability? You've already shipped out the majority of stock to foreign destinations,"" Banerjee said.","20 Apr 2021,Tuesday"
He's a distant relative: Fadnavis after pic of 22-yr-old nephew getting vaccine goes viral,"Former Maharashtra CM Devendra Fadnavis has clarified he stands for following protocols for COVID-19 vaccination. This comes after a picture of his 22-year-old nephew Tanmay Fadnavis getting the COVID-19 vaccine shot went viral. ""He is my distant relative...If it's in violation of guidelines, it's completely improper...I am of the firm opinion that everybody must follow the rules,"" he stated.

","20 Apr 2021,Tuesday"
No one is above rules & law: Fadnavis’ wife on nephew's vaccine pic ,"Reacting to the Devendra Fadnavis’ 22-year-old nephew, Tanmay Fadnavis getting the COVID-19 vaccine, the BJP leader’s wife, Amruta Fadnavis said that “no one is above rules & law.” Amruta tweeted, “Priority for any service should be on basis of decorum or prevalent policy...Law can take its course...we stand for justice always...pls take action which will stop future queue breaking occurrences!”
","20 Apr 2021,Tuesday"
"Whether 16 or 60, all need vaccination; COVID-19 doesn't discriminate: Delhi HC","The Delhi High Court expressed displeasure over the ""huge wastage"" of COVID-19 vaccines and told the Centre, ""Whether 16-year-old or 60-year-old, all need vaccination."" It added, ""The pandemic doesn't discriminate."" The HC said that if at the end of a day, shots are available in a vial, then they could be given to someone irrespective of the approved vaccination categories.","20 Apr 2021,Tuesday"
Ensure COVID-19 vaccine availability at the earliest: Mamata to PM,"West Bengal Chief Minister Mamata Banerjee on Tuesday wrote to Prime Minister Narendra Modi, requesting him to ensure the availability of COVID-19 vaccine in West Bengal at the earliest. She said that amid a rise in COVID-19 cases, the Centre has chosen to ""shy away from its responsibility"". She added, ""Kindly ensure a fair, transparent and credible vaccination policy.""","20 Apr 2021,Tuesday"
Bharat Biotech ramps up Covaxin production capacity to 70 cr doses a year,"Bharat Biotech on Tuesday said it has ramped up the manufacturing capacity of its COVID-19 vaccine Covaxin to 70 crore doses annually amid a record surge in cases in India. This comes after the government approved over ₹1,500 crore in advance payment to the company. Last week, the Centre also authorised a ₹65 crore grant for Bharat Biotech's Bengaluru facility.","20 Apr 2021,Tuesday"
44L COVID vaccine doses wasted till Apr 11; RTI names 5 states with highest wastage,"Around 44.78 lakh doses of COVID-19 vaccines were wasted in India till April 11, an RTI reply revealed. It stated that dose wastage has been highest in Tamil Nadu, which had over 12% vaccine wastage, followed by Haryana, Punjab, Manipur and Telangana. States/UTs like Kerala, West Bengal, Himachal Pradesh, Mizoram, Goa, Daman and Diu and Lakshadweep had zero vaccine wastage.","20 Apr 2021,Tuesday"
6 mistakenly injected with saline instead of COVID-19 vaccine in Canada,"Six people were mistakenly injected with saline instead of the COVID-19 vaccine in Ontario, Canada. Mackenzie Health COVID-19 Vaccine Clinic said, ""Saline is used to dilute the COVID-19 vaccine prior to administration. Receiving...saline injection doesn't cause any harm."" It added the affected people were later tested for antibodies to identify those who needed to be re-injected with the vaccine.","20 Apr 2021,Tuesday"
New Zealand pacer Wagner receives first dose of COVID-19 vaccine,"New Zealand fast bowler Neil Wagner on Tuesday received the first dose of COVID-19 vaccine. Wagner is the latest member of the team to be vaccinated ahead of New Zealand's tour of England in May. Sixteen players of the 20-member squad have been vaccinated except Kane Williamson, Trent Boult, Kyle Jamieson and Mitchell Santner who are in India playing IPL.","20 Apr 2021,Tuesday"
Govt paving way for harmful price bidding for vaccine: P Chidambaram,"Former Union Finance Minister P Chidambaram on Tuesday said that by liberalising the price of vaccine and not fixing it for states at the same rate as available to the Centre, the government is paving the way for unhealthy price bidding and profiteering. States with limited resources will be at a considerable disadvantage, the Congress leader added. ","20 Apr 2021,Tuesday"
We have supplied 260 mn COVID-19 vaccines globally: China's Sinovac,"Sinovac Biotech has supplied 260 million doses of its coronavirus vaccine worldwide, including China, the company's chief executive Yin Weidong said on Tuesday. The company is currently producing over 6 million doses of its CoronaVac vaccine every day, Weidong added. China's Sinovac has received international orders totaling more than 450 million doses of its vaccine, a Reuters tally showed. ","20 Apr 2021,Tuesday"
Prioritise vaccines for operational staff: Power industry asks govt,"The Association of Power Producers (APP) has asked the Centre to prioritise vaccination for all operational staff of the generation, distribution and transmission companies, as COVID-19 cases continue to rise in India. In a letter to the government, APP said many of its members were reporting an increasing number of positive cases among their operating staff. ","20 Apr 2021,Tuesday"
India needs to scale up vaccine production: N Chandrasekaran,"Tata Sons Chairman N Chandrasekaran said that India needs to ramp up production of COVID-19 vaccine in order to meet the requirements. ""We need to get as many different vaccines licences as possible and we are going to scale up, even if we have to replicate multiple factories,"" he said. He added that the supply of vaccines should be tracked.","20 Apr 2021,Tuesday"
Govt's new strategy is of vaccine discrimination not distribution: Rahul,"Congress leader Rahul Gandhi on Tuesday criticised the Centre by calling its vaccine strategy one of ""discrimination, not distribution"". He further said that the vaccines won't be free for those between 18 and 45 years of age. ""Middlemen brought in without price control. No vaccine guarantee for weaker section. [Centre's] discrimination-not distribution- Strategy!"" the Congress leader tweeted.","20 Apr 2021,Tuesday"
Israel registers 8 cases of COVID-19 strain 1st detected in India,"Israel has registered eight cases of a coronavirus variant that was first identified in India. ""The impression is that the Pfizer vaccine has efficacy against it, albeit a reduced efficacy,"" the Israel health ministry's director-general Hezi Levi said. An initial seven cases of the variant were detected in Israel last week among people arriving from abroad, the ministry said.","20 Apr 2021,Tuesday"
We understand India's needs: US after Poonawalla's tweet to Biden for raw material,"After SII CEO Adar Poonawalla requested US President Joe Biden to lift COVID-19 vaccine raw material export ban, US conveyed that it understands India's pharmaceutical requirements and promised to give the matter a due consideration. It observed that the difficulty in raw materials' export is mainly due to an Act that forces American companies to prioritise domestic consumption.","20 Apr 2021,Tuesday"
Hungarian pastry shop launches COVID-19 vaccine-themed pastries,"A Hungarian pastry shop is selling COVID-19 vaccine-themed mousses to provide some light-hearted relief over the different kinds of vaccines available and their possible side effects. These mousses are layered with colourful jelly toppings and decorative syringes. Each colour of jelly represents a different vaccine, like citrus yellow for Oxford-AstraZeneca and matcha green for Pfizer-BioNTech.","20 Apr 2021,Tuesday"
IMA welcomes Centre's move to vaccinate citizens above 18 years,"The Indian Medical Association (IMA) has welcomed the Centre's move to vaccinate everyone above the age of 18 years in Phase 3 of COVID-19 vaccination drive. It also welcomed government's decision of ""releasing 50% of the vaccine supply to the state governments directly"". ""IMA had advocated the vaccination for all above 18 years of age,"" the association stated. ","20 Apr 2021,Tuesday"
India likely to waive customs duty on Covid-19 vaccine imports,"The government is likely to waive the 10% customs duty levied on imported vaccines in a bid to keep the cost of the vaccines low, a report said on Tuesday. The government presently levies 10% customs or import duty plus a 16.5% I-GST and social welfare surcharge on vaccines coming from overseas, reports said.","20 Apr 2021,Tuesday"
"Adar Poonawalla lauds PM for 'decisive policy changes, swift aid'","Serum Institute of India CEO Adar Poonawalla has thanked and applauded PM Narendra Modi and Finance Minister Nirmala Sitharaman for their ""decisive policy changes and swift financial aid which will help vaccine production and distribution"". On Monday, the government allowed manufacturers to sell COVID-19 vaccines in open market and to states. It also approved ₹3,000 crore advance payment to SII.","20 Apr 2021,Tuesday"
Profit not a bad word: Mahindra on COVID-19 vaccine sale in open market,"Mahindra Group's Chairman Anand Mahindra said that ""profit is not a bad word"" after the government announced manufacturers will be able to sell COVID-19 vaccines directly to the state governments and in the open market. ""It (profit) is an incentive for higher production,"" Mahindra tweeted. He added that vaccine producers will ""rise to the occasion"".","20 Apr 2021,Tuesday"
"Maha administered 1.26 cr COVID-19 vaccine doses, highest in India","Maharashtra has administered over 1.26 crore COVID-19 vaccine doses so far, the highest in the country, according to the latest data. As on Tuesday morning, as many as 12,71,29,113 beneficiaries have been vaccinated in the country. Maharashtra tops among the states with a total of 1,26,50,266 inoculations followed by Rajasthan at 1.11 crore and Uttar Pradesh at 1.09 crore.","20 Apr 2021,Tuesday"
"One of Maha's largest vaccine centres runs out of Covishield, senior citizens return","One of Maharashtra's largest vaccine centres in Bandra Kurla Complex (BKC) in Mumbai ran out of Covishield doses on Tuesday. ""We had 350-400 Covishield doses, we've administered it. Around 2,000 Covaxin doses are available for the second dose, that is being administered,"" said Rajesh Dere, Dean of BKC jumbo vaccination centre. Some senior citizens had to reportedly return without vaccination.","20 Apr 2021,Tuesday"
 J&J seeks permission for phase-3 trial of its single-shot vaccine in India: Reports,Johnson & Johnson has reportedly applied to India's Central Drugs Standard Control Organisation seeking permission to conduct phase-3 clinical trial of its single-dose COVID-19 vaccine in India as well as import licence. This comes after the Indian government last week decided to fast-track emergency approvals for all foreign-produced vaccines against coronavirus.,"20 Apr 2021,Tuesday"
"Govt approves ₹4,500 cr advance to Serum Institute, Bharat Biotech","Finance Minister Nirmala Sitharaman said the government has approved advance payment of ₹4,567 crore to India's COVID-19 vaccine manufacturers, Serum Institute of India (SII) and Bharat Biotech. While SII will receive ₹3,000 crore, Covaxin-maker Bharat Biotech will get ₹1,567 crore to ramp up vaccine production over the next two-three months. The payment will be cleared at the earliest. ","20 Apr 2021,Tuesday"
"Pic of Fadnavis' 22-yr-old nephew getting vaccine goes viral, people ask 'Is he 45+?'","Former Maharashtra CM Devendra Fadnavis has been criticised after a picture of his 22-year-old nephew Tanmay Fadnavis getting COVID-19 vaccine shot went viral on social media. Tanmay reportedly had shared a picture of himself getting the second dose on Monday. Several social media users asked if Tanmay was over 45. Notably, Devendra Fadnavis has also been accused of hoarding Remdesivir.","20 Apr 2021,Tuesday"
31 Mumbai COVID-19 vaccination centres face vaccine shortage: BMC,"As many as 31 COVID-19 vaccination centres in Mumbai didn't conduct the inoculation drive due to shortage of the vaccine doses on Monday, the BMC said. ""We're getting vaccines in bits and pieces due to which they are having problems in conducting drive,"" Additional Municipal Commissioner Suresh Kakani said. BMC is expecting to receive vaccine doses by Tuesday, he added.","20 Apr 2021,Tuesday"
Fund manufacturers of 2 India-made vaccines: Chidambaram to govt,"Senior Congress leader P Chidambaram on Monday said that the nation is ""gratified"" to know that suggestions by former PM Manmohan Singh on the COVID-19 situation were accepted by the Centre. He also suggested that the government provide funds to the manufacturers of the two India-made vaccines and urgently invoke the provision of compulsory licensing the vaccines.","19 Apr 2021,Monday"
All Americans 16 and older eligible for COVID-19 vaccine: Biden,"US President Joe Biden on Monday announced that all Americans 16 years and older are now eligible to get a COVID-19 vaccine. ""It's free. It's safe, and it's how we're going to bring this pandemic to an end,"" he added. Earlier this month, Biden announced that he'd make COVID-19 vaccine eligible for every adult aged 18 years by April 19.","20 Apr 2021,Tuesday"
Questioning vaccine exports to other countries short-sighted: S Jaishankar,"Addressing the criticism over the export of India-made coronavirus vaccines, External Affairs Minister S Jaishankar said, ""I'm pushing other countries...saying- look, please keep the raw materials flowing for vaccines to be made in India. If you ask why are you exporting (vaccines) at all, somebody will ask- why am I exporting to India."" He added, ""That is so short-sighted.""","19 Apr 2021,Monday"
"Kareena, Riteish, Swara & others hail move to vaccinate all above 18 yrs","Kareena Kapoor Khan, Riteish Deshmukh, Swara Bhasker and other Bollywood celebrities hailed the government's decision to make COVID-19 vaccine available to everyone above the age of 18 from May 1. Kareena shared the news on her Instagram story and wrote, ""Let's do it India."" Riteish termed it a ""great decision"" and Swara tweeted, ""Finally! Yes, thank you!""
 ","19 Apr 2021,Monday"
"Manufacturers can sell COVID-19 vaccines in open market, to state govts: Govt","The government said that under Phase 3 of vaccination, manufacturers would supply 50% of their monthly Central Drugs Laboratory released COVID-19 doses to the Centre. They'll be free to supply the remaining 50% doses to state governments and in the open market. Manufacturers would declare the price for vaccines available to state governments and in open markets before May 1.","19 Apr 2021,Monday"
Half of US adults have received at least 1 shot of COVID-19 vaccine,"More than 50% of all adults, nearly 13 crore people, in America have received at least one dose of a COVID-19 vaccine, the US Centers for Disease Control and Prevention (CDC) announced on Sunday. Almost 8.4 crore adults have been fully vaccinated, the CDC added. The US is the worst coronavirus hit country with over 3.10 crore cases.","19 Apr 2021,Monday"
Health Minister responds to Dr Manmohan Singh's suggestions on vaccination,"Health Minister Dr Harsh Vardhan on Monday responded to former PM Dr Manmohan Singh's letter to PM Narendra Modi on ramping up COVID-19 vaccination. Vardhan said, ""It's saddening that while you understand importance of vaccination...people...in state governments formed by your party don't share your view."" He alleged that Congress leaders 'publically shamed' the vaccines but took them in private.","19 Apr 2021,Monday"
Mayawati urges Centre to maintain oxygen supply to hospitals,"Mentioning the acute shortage of COVID-19 vaccines and oxygen in hospitals in various states, BSP chief Mayawati has requested the Centre to give special attention to keeping the supply of medical oxygen smooth. If needed, these should be imported, she added. Mayawati has also appealed to the people to follow the COVID-19 protocols issued by the state governments.","19 Apr 2021,Monday"
Allow us to get vaccines directly with state funds: Mamata to PM,"West Bengal CM Mamata Banerjee on Sunday wrote a letter to PM Narendra Modi once again seeking the Centre's permission to ""purchase [COVID-19] vaccination doses directly with state funds and launch a massive free vaccination campaign in the state covering the entire population"". She also said that the supply of vaccines from the Centre has been ""scarce and erratic"".","19 Apr 2021,Monday"
Covaxin production to increase 10 times by September: Harsh Vardhan,"There will be a 10 times rise in Covaxin vaccine production by September while production of Remdesivir doses, an anti-viral drug used to combat COVID-19, will be doubled to 74.1 lakh each month by May, said Union Health Minister Harsh Vardhan. In a series of tweets, Vardhan stated all possible support is being extended to the states to fight COVID-19.","19 Apr 2021,Monday"
"6,000 vaccinated in Punjab mandis amid wheat procurement","At least 6,000 people have been given the coronavirus vaccine at special camps in mandis across Punjab amid the ongoing wheat procurement, Punjab Mandi Board Chairman Lal Singh said on Sunday. Patiala led the vaccination drive with 1,230 persons inoculated, he added. The state government said that vaccination camps have been set up in all of its 154 market committees. ","19 Apr 2021,Monday"
Need supply of 5.4 crore vaccine doses: Mamata writes to PM Modi,"West Bengal Chief Minister Mamata Banerjee has written to Prime Minister Narendra Modi requesting the supply of 5.4 crore more vaccine doses, a steady supply of Remdesivir, Tocilizumab medicines and a supply of oxygen. Accusing the Centre of erratic vaccine supply, the CM said it was hampering the vaccination programme. She further said that vaccination is of top importance. ","18 Apr 2021,Sunday"
"Manmohan Singh writes to PM, gives 5 suggestions to ramp up COVID-19 vaccination","Manmohan Singh has written to PM Narendra Modi offering five suggestions to ""ramp up COVID-19 vaccination programme"". He wrote government should publicise the orders for doses placed on different vaccine producers and indicate how this expected supply will be distributed across states. He added states should be allowed to define frontline workers and Centre must provide funds to vaccine makers. ","18 Apr 2021,Sunday"
India administers over 26 lakh COVID-19 vaccine doses in 24-hr span,"In a span of 24 hours, 26,84,956 COVID-19 vaccine doses have been administered in India, said Union Health Ministry on Sunday. As many as 20,22,599 beneficiaries were vaccinated for first dose while 6,62,357 beneficiaries received second dose of the vaccine. The cumulative number of COVID-19 vaccine doses administered in the country has crossed 12 crore.","18 Apr 2021,Sunday"
"India took only 92 days to reach 12 crore vaccinations, fastest in world: Govt","The cumulative number of COVID-19 vaccine doses administered in India has crossed 12 crore as part of the world's largest vaccination drive, the government said on Sunday. It added that India took only 92 days to reach 12 crore vaccinations, the fastest country to do so. India is followed by the US which took 97 days and China (108 days).","18 Apr 2021,Sunday"
Israel scraps mandatory outdoor mask-wearing after mass vaccination,"Israel on Sunday rescinded the mandatory wearing of face masks outdoors as part of efforts to ease coronavirus restrictions following its mass vaccination drive. However, the Health Ministry said that the requirement still applied for indoor public spaces and in large gatherings. Nearly 54% of its 93 lakh citizens have received two shots of the Pfizer/BioNTech COVID-19 vaccine.","18 Apr 2021,Sunday"
Goa govt must keep people updated on COVID-19 preparedness: Kamat,"Goa Leader of Opposition Digambar Kamat on Sunday said it is important that the state government must keep the people updated on COVID-19 preparedness. ""I urge CM Pramod Sawant to release daily stock reports of the availability of medical oxygen, medicines like Remdesivir and COVID-19 vaccines to avoid fear and panic in the minds of people,"" Kamat added.","18 Apr 2021,Sunday"
Canada reports 2nd case of blood clot from AstraZeneca vaccine,"A second case of a person suffering from a blood clot after getting AstraZeneca coronavirus vaccine was reported on Saturday, Canada's health authorities said. The male patient from Alberta is in his 60s and is recovering, Alberta's Health CMO Deena Hinshaw said. The case is the second out of over 700,000 AstraZeneca or Covishield/AstraZeneca doses administered in Canada, she added.","18 Apr 2021,Sunday"
All possible help being extended to states to fight COVID: Vardhan,"Health Minister Harsh Vardhan on Sunday assured that all possible support is being extended to states to fight COVID-19. Steps are being taken to double Remdesivir production and supply, ensure uninterrupted supply of oxygen, continuous supply of COVID-19 vaccines and enhance healthcare infrastructure, Vardhan said. Temporary hospitals will be set up to enhance number of COVID-19 beds, he added.","18 Apr 2021,Sunday"
"50,725 beneficiaries receive COVID-19 vaccine in Mumbai in 24 hrs","As many as 50,725 beneficiaries were vaccinated on Saturday at 126 COVID-19 vaccine centres set up by the BMC across Mumbai. According to the vaccine data, 3,875 of the beneficiaries were administered with Covaxin. ""We realise there is vaccine hesitancy among Mumbaikars following which we will be creating awareness regarding the vaccine,"" BMC Additional Commissioner Suresh Kakani said.","18 Apr 2021,Sunday"
Reduce COVID-19 immunisation age to 25 years: Sonia Gandhi at CWC,"Congress President Sonia Gandhi at an address to the Congress Working Committee (CWC) said the government must reconsider its priority for vaccine candidates by reducing the immunisation age to 25 years and above. She added, ""Despite a year to prepare, we have, regrettably, been caught off guard again."" She also accused the government of ""gross unpreparedness"" and ""avoidable ad hocism"".","18 Apr 2021,Sunday"
Neena Gupta receives second dose of COVID-19 vaccine,"Neena Gupta was on Saturday administered the second dose of the coronavirus vaccine. Taking to Instagram, she shared a video wherein she can be seen getting vaccinated. ""Thank you Uttarakhand for amazing neat and clean medical centre with very courteous and helpful doctors and nurses,"" she wrote alongside the video. Neena received the first jab of the vaccine last month. ","17 Apr 2021,Saturday"
Andhra receives 6 lakh COVID-19 vaccine after CM's 60 lakh demand,"Andhra Pradesh health official has said that at least five lakh doses of Covishield from Pune's Serum Institute of India (SII) and one lakh Covaxin doses were received on Saturday. Earlier, CM Jagan Mohan Reddy wrote to Prime Minister Narendra Modi requesting him to instruct the Health Ministry to supply 60 lakh doses of COVID-19 vaccine to his state.","17 Apr 2021,Saturday"
Inoculate students against COVID-19:  Bangalore Student Community,"The Bangalore Student Community (BSC), a collective of college students, wrote to Karnataka Health and Medical Education Minister Dr K Sudhakar urging him to provide COVID-19 vaccine to the students. ""It is important that the student community is vaccinated at the earliest as colleges have made it mandatory for the students to appear for offline examinations,"" read the BSC letter.","17 Apr 2021,Saturday"
Peru ex-Prez Vizcarra banned from office over vaccine scandal,"Peruvian Congress on Saturday voted to ban ex-President Martin Vizcarra from holding public office for 10 years over COVID-19 vaccination scandal. Vizcarra has been accused of being part of a group of 470 people who were secretly vaccinated against COVID-19 before the country's vaccination drive began. Ex-Health Minister Pilar Mazzetti, who also received the vaccine, was banned for eight years.","17 Apr 2021,Saturday"
Odisha CM urges PM to allow sale of COVID vaccines in open market,"Odisha CM Naveen Patnaik has urged PM Narendra Modi to make COVID-19 vaccines available in the open market for citizens willing to buy them. ""The vaccines that have been...approved globally by credible agencies and governments may be accorded approval to increase supply,"" Patnaik wrote to the PM. Centre and states should support units to ramp up vaccine production, he added.","17 Apr 2021,Saturday"
Bharat Biotech to get ₹65 cr from govt to boost Covaxin production,"The government has announced financial assistance worth ₹65 crore to Bharat Biotech to ramp up manufacturing of its COVID-19 vaccine, Covaxin. The government will also provide Mumbai-based Haffkine Bio Pharma with ₹65 crore for setting up a facility to produce Covaxin. Two more public sector companies will get funds to produce 1-1.5 crore doses per month by August or September.","17 Apr 2021,Saturday"
More than 20 crore COVID-19 vaccine doses administered in US,"US Centers for Disease Control and Prevention (CDC) said that it has administered over 20 crore doses of COVID-19 vaccines as of Friday and distributed over 25.8 crore doses. The agency added that 12,77,43,096 people have received at least one dose, while 8,06,09,818 people are fully vaccinated. The doses distributed and administered include Moderna, Pfizer-BioNTech and Johnson & Johnson vaccines.","17 Apr 2021,Saturday"
Covaxin production to be doubled by May-June: Government,"The current production capacity of indigenously developed COVID-19 vaccine Covaxin will be doubled by May-June 2021 and then increased nearly 6-7 fold by July-August 2021, said the Ministry of Science and Technology. It added that they will attain nearly 10 crore doses per month by September 2021. This comes amid the ministry announcing a vaccine development mission, 'Mission COVID Suraksha'. ","16 Apr 2021,Friday"
Retd judge accuses UP govt of negligence after wife dies of COVID-19 ,"A retired district judge in Lucknow in an open letter wrote about his wife's death due to COVID-19 and alleged negligence by the state government in the matter. According to retired judge Ramesh Chandra, despite contacting multiple government helplines, no ambulance was sent for his wife timely. Reportedly, his wife was vaccinated with both doses of the COVID-19 vaccine. ","16 Apr 2021,Friday"
China's Coronavac 80% effective at preventing COVID-19 deaths: Chile,"CoronaVac vaccine developed by China's Sinovac Biotech is 80% effective at preventing death from coronavirus, the Chilean government said on Friday. The vaccine is 67% effective in preventing symptomatic infection and 85% effective in preventing hospitalisations, it added. The results were obtained from a comparison between vaccinated and non-vaccinated people with a sample size of over 1 crore.","16 Apr 2021,Friday"
German Chancellor receives her first shot of AstraZeneca vaccine,"German Chancellor Angela Merkel received her first shot of the Oxford-AstraZeneca COVID-19 vaccine on Friday, her spokesman announced. ""I'm happy that I received the first vaccination with AstraZeneca today. I would like to thank everyone who is involved in the vaccination campaign,"" Merkel said. Finance Minister Olaf Scholz also received the first shot of the vaccine on the same day.","16 Apr 2021,Friday"
"Tamil actor Vivek suffers cardiac arrest, in critical condition","Tamil actor Vivek has been admitted to the ICU of a hospital in Chennai after he suffered a cardiac arrest on Friday. Vivek, who received first dose of coronavirus vaccine on Thursday, is currently in critical condition, the hospital said in a statement. ""This is...acute coronary syndrome with cardiogenic shock...This is...separate Cardiac event...It may not be due to...vaccination,"" it added.","16 Apr 2021,Friday"
Union Minister Prakash Javadekar tests positive for COVID-19,"Union Minister of Environment, Forest and Climate Change Prakash Javadekar on Friday said that he has tested positive for COVID-19. Taking to Twitter, Javadekar appealed to those who came in contact with him in the last 2-3 days, to get themselves tested. Notably, Javadekar had received his first dose of the COVID-19 vaccine last month in Pune. ","16 Apr 2021,Friday"
Andhra CM writes to PM Modi; requests 60L COVID-19 vaccine doses,"Andhra Pradesh CM Jagan Mohan Reddy on Friday wrote to Prime Minister Narendra Modi requesting him to instruct the Health Ministry to supply 60 lakh doses of COVID-19 vaccine to his state. He added that he is making such a demand so that ""all [those] above 45 years (of age) are vaccinated for the first dose in next three weeks.""","16 Apr 2021,Friday"
Azarenka skips Stuttgart event to get COVID-19 vaccine,"Two-time Australian Open champion Victoria Azarenka has pulled out of next week's WTA 500 tennis event in Stuttgart as it clashes with her scheduled COVID-19 vaccination. While both the ATP and WTA Tours have encouraged athletes to accept vaccine shots when available, some of the top players expressed hesitation in getting vaccinated at the recently concluded Miami Open.","16 Apr 2021,Friday"
Lift embargo on vaccine raw material exports: SII's Poonawalla requests Biden,"Serum Institute of India (SII) CEO Adar Poonawalla has appealed to US President Joe Biden to lift embargo on export of raw materials needed to manufacture vaccines so that vaccine production can be fast-tracked. ""If we're to truly unite in beating this virus...on behalf of the vaccine industry outside the US...I humbly request you to lift the embargo,"" he tweeted.","16 Apr 2021,Friday"
NZ to donate vaccines for 8 lakh people to COVAX: PM Ardern,"New Zealand will donate coronavirus vaccine doses for 8,00,000 people to COVAX facility, which aims to distribute vaccines for free to poor countries, PM Jacinda Ardern said. The announcement was made during a virtual event hosted by Gavi, the Vaccine Alliance, to boost support for COVAX vaccine-sharing initiative. Nearly $400 million was pledged during the virtual event, a statement read.","16 Apr 2021,Friday"
Foreign COVID-19 vaccine makers may seek safeguards before launch,"Foreign drugmakers such as Pfizer and Moderna may seek protection from the government against any adverse effects their COVID-19 vaccines may cause. ""If these vaccine makers have got legal indemnity protection in other parts of the world, why would they come to India if they don’t get such protection here?"" an expert said as reported by The Economic Times. ","16 Apr 2021,Friday"
My doctor says it's best that I take it: Lata on COVID-19 vaccine,"Singer Lata Mangeshkar, who will reportedly take the COVID-19 vaccine this week, stated that she was refrained from taking the shot because of her frail health. She was hospitalised for a severe lung infection in December 2019, following which, she started taking precautions. ""Now my personal doctor...says it's best that I take the vaccination since it's absolutely safe,"" she said.","16 Apr 2021,Friday"
Sputnik V vaccine deliveries to India to begin this month: Envoy,"Indian Ambassador to Russia, Bala Venkatesh Varma, on Thursday said the first batch of Russia's Sputnik V COVID-19 vaccine, which was approved by India recently, will be delivered to the country in April. ""The production will be [launched] there in May and slowly increase,"" he added. Venkatesh further said that production in India may exceed 5 crore doses per month.","16 Apr 2021,Friday"
Third vaccine dose likely needed within 12 months: Pfizer CEO,"Pfizer CEO, Albert Bourla, said people would ""likely"" need a third dose of the company's coronavirus vaccine within 12 months of getting fully vaccinated. People may also likely require to get annual vaccinations against the virus, Bourla added. Earlier this month, Pfizer had said that its COVID-19 vaccine remained over 91% effective at least six months after the second dose. ","16 Apr 2021,Friday"
"Global vaccine supply incredibly tight, COVAX needs funds: GAVI","The global supply of COVID-19 vaccine is ""incredibly tight"" and it's unlikely that vaccine-sharing facility COVAX will procure more supply in 2021 than doses already reserved, Global Alliance for Vaccines and Immunisation (GAVI) CEO said. ""We urgently need commitments of a further $2 billion from donors and $1 billion from nations supported by multilateral development banks,"" Seth Berkley added.","16 Apr 2021,Friday"
"UP reports biggest single-day rise with 22,439 new COVID-19 cases","Uttar Pradesh on Thursday reported 22,439 new coronavirus cases, the state's highest single-day rise since the outbreak of the pandemic. The state currently has 1,29,848 active COVID-19 cases, Additional Chief Secretary (Health) Amit Mohan Prasad said. So far, total 1,00,51,328 people have been administered the COVID-19 vaccine in Uttar Pradesh, Prasad added.","15 Apr 2021,Thursday"
Iran to purchase 60 million COVID-19 vaccines from Russia,"Iran has finalised a deal with Russia to purchase 60 million doses of Sputnik V coronavirus vaccine, the state-run IRNA news agency reported. The report quotes Iran's ambassador to Russia, Kazem Jalali, as saying the contract has been ""signed and finalised"" for enough vaccinations to inoculate 30 million people. Iran will receive the vaccines by the end of the year.","15 Apr 2021,Thursday"
Google to provide 2.5 lakh COVID-19 vaccines to nations in need,Google on Thursday announced a series of pledges to fund and promote coronavirus vaccinations across the globe. Google said that it will fund vaccinations for 2.5 lakh people in low and middle-income countries that are in need. The company will also provide $250 million in advertising grants for pro-vaccination groups and help fund pop-up vaccine sites in the US.,"15 Apr 2021,Thursday"
Canada reports first blood clot case linked to AstraZeneca vaccine,"Canada on Tuesday reported the nation's first blood clotting case related to the Oxford-AstraZeneca vaccine. Canada's health authority said a Quebec woman who had received the vaccine was Canada's first case of blood clotting with low platelets. However, Health Canada said the nation would continue to use the AstraZeneca vaccine since its benefits against COVID-19 ""outweigh the potential risks.""","15 Apr 2021,Thursday"
"Europe crosses 1mn COVID-19 deaths, situation remains serious: WHO","WHO's European head Hans Kluge said Europe has surpassed 1 million COVID-19 deaths and the situation remains ""serious"", with about 1.6 million cases reported each week in Europe. He said the risk of suffering blood clots is higher for people with COVID-19 than people who received AstraZeneca vaccine. COVID-19 deaths among people over 80 dropped to nearly 30%, he added.","15 Apr 2021,Thursday"
